CodPedido,DtPedido,CodFilial,CodProduto,Qtd,VlUnit
908,1605641453,9,136,1,94.76
958,1605641503,8,297,14,99.83
1156,1605641701,5,103,2,10.67
2499,1605643044,13,128,11,21.96
1431,1605641976,5,114,15,35.49
1775,1605642320,13,191,6,59.04
1201,1605641746,5,107,3,94.07
605,1605641150,9,147,14,41.32
909,1605641454,1,201,6,56.63
1271,1605641816,4,234,7,58.85
2108,1605642653,1,228,2,9.22
1676,1605642221,4,288,14,72.31
1113,1605641658,9,287,2,25.14
2043,1605642588,6,207,10,62.27
875,1605641420,2,229,6,57.2
1943,1605642488,12,219,12,30.23
808,1605641353,2,150,2,29.78
2191,1605642736,14,124,1,59.16
1335,1605641880,8,130,12,80.29
2077,1605642622,9,174,1,23.86
2123,1605642668,10,239,2,32.92
1188,1605641733,14,168,8,90.76
2005,1605642550,1,236,4,4.15
1709,1605642254,15,223,14,34.09
1773,1605642318,15,145,10,48.42
2038,1605642583,10,211,3,24.33
706,1605641251,15,266,7,36.33
1888,1605642433,1,111,1,94.61
1645,1605642190,9,162,14,87.37
1833,1605642378,5,180,13,40.91
2225,1605642770,7,212,3,15.56
1672,1605642217,3,191,9,59.04
2181,1605642726,10,114,10,35.49
1050,1605641595,4,200,9,26.98
1114,1605641659,2,224,4,67.37
569,1605641114,9,176,6,24.68
1008,1605641553,10,218,1,54.56
1327,1605641872,3,133,14,50.47
1778,1605642323,3,251,4,46.53
1947,1605642492,10,234,1,58.85
2216,1605642761,14,299,5,67.38
1806,1605642351,12,257,2,54.3
2161,1605642706,15,192,2,63.48
2274,1605642819,13,110,12,37.72
1903,1605642448,7,202,6,24.97
891,1605641436,5,268,6,71.52
1777,1605642322,7,298,7,45.45
2457,1605643002,8,250,4,90.93
1279,1605641824,5,210,1,9.34
899,1605641444,10,144,8,80.35
859,1605641404,11,298,3,45.45
2232,1605642777,10,180,9,40.91
1780,1605642325,13,146,5,41.88
2136,1605642681,4,297,3,99.83
948,1605641493,7,273,3,20.87
614,1605641159,6,208,9,76.42
1095,1605641640,12,195,4,88.73
655,1605641200,9,245,4,75.77
2174,1605642719,1,240,7,57.45
2017,1605642562,10,236,14,4.15
1803,1605642348,12,157,14,11.97
939,1605641484,8,137,12,95.73
583,1605641128,14,115,14,93.41
1098,1605641643,3,252,5,86.99
1629,1605642174,3,116,3,2.73
575,1605641120,14,285,4,68.29
2181,1605642726,10,149,3,95.25
1392,1605641937,8,165,14,23.11
807,1605641352,13,228,2,9.22
2457,1605643002,8,175,7,25.09
1823,1605642368,9,261,2,57.78
1269,1605641814,7,124,10,59.16
1366,1605641911,11,194,5,54.61
1227,1605641772,11,185,1,25.05
662,1605641207,14,246,13,92.86
1868,1605642413,6,171,5,52.21
2159,1605642704,12,113,14,83.21
1948,1605642493,10,200,3,26.98
1049,1605641594,7,216,10,72.09
965,1605641510,8,139,1,19.72
1456,1605642001,6,206,12,34.73
1222,1605641767,9,137,9,95.73
2288,1605642833,7,101,8,29.4
2403,1605642948,14,225,12,96.16
787,1605641332,5,168,7,90.76
1133,1605641678,14,238,15,32.07
2492,1605643037,14,255,12,80.29
586,1605641131,3,104,13,33.21
1737,1605642282,4,147,5,41.32
775,1605641320,13,297,8,99.83
1163,1605641708,3,203,6,72.99
699,1605641244,14,187,11,84.99
1028,1605641573,9,291,2,77.41
2456,1605643001,11,126,2,36.93
2055,1605642600,6,271,1,59.96
2028,1605642573,3,186,8,26.28
1023,1605641568,4,219,10,30.23
542,1605641087,13,224,3,67.37
1453,1605641998,8,141,15,87.55
975,1605641520,13,193,9,65.11
1228,1605641773,3,137,1,95.73
849,1605641394,15,111,6,94.61
794,1605641339,10,283,13,49.28
2195,1605642740,3,147,12,41.32
2367,1605642912,14,192,9,63.48
991,1605641536,11,141,11,87.55
2049,1605642594,13,125,9,42.99
1897,1605642442,10,242,13,10.0
2161,1605642706,15,188,3,6.32
2160,1605642705,13,254,12,37.7
590,1605641135,10,274,6,89.96
1561,1605642106,8,169,9,15.28
2274,1605642819,13,251,8,46.53
1458,1605642003,5,251,14,46.53
2404,1605642949,10,206,14,34.73
891,1605641436,5,215,14,10.14
2077,1605642622,9,283,7,49.28
1392,1605641937,8,161,9,64.81
1495,1605642040,4,140,10,13.47
1671,1605642216,2,157,9,11.97
1932,1605642477,10,107,1,94.07
619,1605641164,1,232,6,20.3
1409,1605641954,5,117,10,88.55
804,1605641349,8,178,12,62.8
805,1605641350,13,161,1,64.81
1624,1605642169,3,219,13,30.23
1447,1605641992,8,138,5,2.22
969,1605641514,12,288,5,72.31
1912,1605642457,4,291,1,77.41
1110,1605641655,5,222,1,51.74
672,1605641217,5,176,2,24.68
587,1605641132,14,224,11,67.37
1715,1605642260,11,226,10,86.01
2039,1605642584,5,172,6,50.62
960,1605641505,4,238,10,32.07
2391,1605642936,10,236,3,4.15
706,1605641251,15,140,15,13.47
1358,1605641903,1,139,1,19.72
1711,1605642256,7,282,8,53.2
2133,1605642678,3,171,13,52.21
2465,1605643010,14,177,9,37.02
1862,1605642407,5,231,8,14.49
2380,1605642925,14,213,10,4.76
1751,1605642296,6,235,5,39.59
1832,1605642377,15,204,11,11.11
803,1605641348,4,263,9,65.15
579,1605641124,7,175,9,25.09
2275,1605642820,10,116,4,2.73
726,1605641271,9,276,13,52.66
1578,1605642123,12,134,15,34.46
1642,1605642187,9,179,12,10.86
2468,1605643013,2,248,9,47.43
1228,1605641773,3,188,4,6.32
1837,1605642382,4,258,15,36.18
770,1605641315,8,273,3,20.87
2018,1605642563,15,199,2,90.9
927,1605641472,10,239,14,32.92
877,1605641422,14,180,10,40.91
2159,1605642704,12,114,8,35.49
1646,1605642191,1,201,10,56.63
1574,1605642119,10,137,5,95.73
2493,1605643038,9,192,8,63.48
2146,1605642691,14,114,10,35.49
2041,1605642586,4,219,7,30.23
1176,1605641721,11,260,11,86.56
1726,1605642271,13,284,10,13.94
1648,1605642193,12,263,10,65.15
1564,1605642109,2,129,2,8.44
2227,1605642772,8,167,13,75.87
1341,1605641886,6,105,11,26.88
2096,1605642641,4,296,11,3.17
1814,1605642359,10,188,14,6.32
1284,1605641829,5,166,8,39.75
1540,1605642085,9,245,15,75.77
1627,1605642172,6,212,1,15.56
842,1605641387,1,184,7,31.62
2205,1605642750,9,222,4,51.74
988,1605641533,6,132,6,26.36
2489,1605643034,6,167,15,75.87
1562,1605642107,10,118,1,98.47
985,1605641530,2,205,13,61.08
1989,1605642534,8,269,3,17.73
1621,1605642166,9,219,12,30.23
2350,1605642895,10,299,12,67.38
1192,1605641737,3,163,12,87.92
2476,1605643021,10,280,15,21.88
2367,1605642912,14,299,6,67.38
1257,1605641802,4,144,12,80.35
2081,1605642626,9,246,8,92.86
1677,1605642222,12,221,12,82.37
516,1605641061,15,119,3,10.54
1427,1605641972,1,201,1,56.63
2430,1605642975,9,274,15,89.96
2439,1605642984,7,118,2,98.47
674,1605641219,12,213,12,4.76
1567,1605642112,4,176,3,24.68
1390,1605641935,15,129,8,8.44
2171,1605642716,6,234,9,58.85
746,1605641291,13,251,2,46.53
2349,1605642894,9,291,5,77.41
1504,1605642049,4,272,5,41.79
2392,1605642937,13,252,14,86.99
1107,1605641652,9,158,11,24.66
1827,1605642372,8,164,10,64.75
1745,1605642290,7,271,11,59.96
1047,1605641592,4,282,14,53.2
747,1605641292,15,224,2,67.37
1804,1605642349,1,135,1,98.05
2051,1605642596,9,209,4,63.47
2459,1605643004,1,177,11,37.02
795,1605641340,7,290,7,1.71
2177,1605642722,15,290,4,1.71
2109,1605642654,13,276,9,52.66
1611,1605642156,15,246,8,92.86
2010,1605642555,14,136,15,94.76
1218,1605641763,11,211,4,24.33
1377,1605641922,9,297,5,99.83
2152,1605642697,11,286,3,61.54
2005,1605642550,1,235,14,39.59
934,1605641479,14,167,10,75.87
1831,1605642376,15,269,7,17.73
564,1605641109,9,212,8,15.56
1989,1605642534,8,105,13,26.88
1501,1605642046,14,128,14,21.96
748,1605641293,3,118,5,98.47
2218,1605642763,15,251,4,46.53
554,1605641099,14,150,1,29.78
1947,1605642492,10,235,4,39.59
1620,1605642165,6,182,9,85.74
2090,1605642635,14,164,2,64.75
861,1605641406,13,169,11,15.28
784,1605641329,4,286,10,61.54
1681,1605642226,4,107,3,94.07
1985,1605642530,4,107,2,94.07
1067,1605641612,14,247,13,82.97
2371,1605642916,11,279,11,33.25
1610,1605642155,4,217,2,52.3
559,1605641104,1,168,12,90.76
777,1605641322,6,262,14,29.18
2288,1605642833,7,278,4,14.19
2390,1605642935,2,109,11,31.19
884,1605641429,10,137,8,95.73
1427,1605641972,1,227,3,15.67
1208,1605641753,5,170,4,54.75
2333,1605642878,9,204,4,11.11
2102,1605642647,4,117,7,88.55
1510,1605642055,1,168,13,90.76
1786,1605642331,7,257,10,54.3
1481,1605642026,1,149,7,95.25
1866,1605642411,5,287,4,25.14
1173,1605641718,9,262,2,29.18
675,1605641220,15,178,15,62.8
1180,1605641725,9,139,6,19.72
1725,1605642270,14,134,14,34.46
2367,1605642912,14,255,11,80.29
934,1605641479,14,194,8,54.61
1860,1605642405,9,271,9,59.96
831,1605641376,4,220,15,29.6
1017,1605641562,5,279,3,33.25
1609,1605642154,8,298,12,45.45
826,1605641371,8,129,9,8.44
1651,1605642196,14,202,12,24.97
613,1605641158,10,271,1,59.96
1162,1605641707,8,267,12,3.62
2407,1605642952,6,274,13,89.96
710,1605641255,3,186,15,26.28
2375,1605642920,12,214,6,98.17
823,1605641368,15,211,10,24.33
1103,1605641648,15,219,14,30.23
1613,1605642158,15,112,14,83.76
1935,1605642480,15,162,6,87.37
2247,1605642792,15,268,14,71.52
963,1605641508,13,289,6,50.69
1605,1605642150,10,150,10,29.78
1225,1605641770,6,252,4,86.99
1345,1605641890,5,218,2,54.56
1170,1605641715,10,129,7,8.44
535,1605641080,2,157,13,11.97
623,1605641168,4,104,4,33.21
1147,1605641692,3,282,2,53.2
1522,1605642067,6,104,1,33.21
2096,1605642641,4,245,12,75.77
676,1605641221,14,131,11,69.74
1931,1605642476,5,190,9,21.46
2267,1605642812,11,211,14,24.33
1013,1605641558,13,109,10,31.19
1835,1605642380,1,190,8,21.46
1003,1605641548,9,274,12,89.96
1975,1605642520,2,120,8,89.62
2264,1605642809,8,173,1,76.27
697,1605641242,12,278,2,14.19
1059,1605641604,14,260,15,86.56
828,1605641373,3,288,2,72.31
1434,1605641979,12,108,11,38.61
2170,1605642715,5,281,6,98.13
2229,1605642774,5,189,3,79.93
1562,1605642107,10,286,1,61.54
1488,1605642033,12,260,4,86.56
2288,1605642833,7,199,1,90.9
556,1605641101,2,172,10,50.62
735,1605641280,13,139,9,19.72
662,1605641207,14,262,10,29.18
1192,1605641737,3,223,10,34.09
1190,1605641735,14,233,7,78.18
949,1605641494,14,125,4,42.99
2175,1605642720,13,108,4,38.61
1631,1605642176,14,215,10,10.14
1205,1605641750,5,269,6,17.73
1585,1605642130,1,258,8,36.18
2300,1605642845,7,123,4,53.83
2286,1605642831,3,110,12,37.72
2449,1605642994,5,263,12,65.15
720,1605641265,3,141,6,87.55
2498,1605643043,5,152,15,22.29
2062,1605642607,3,220,6,29.6
1129,1605641674,14,235,5,39.59
2321,1605642866,6,147,13,41.32
644,1605641189,7,293,11,41.14
1705,1605642250,7,133,3,50.47
2130,1605642675,12,262,14,29.18
1672,1605642217,3,105,14,26.88
2147,1605642692,15,151,6,09.05
1852,1605642397,4,111,15,94.61
994,1605641539,2,228,7,9.22
734,1605641279,3,209,12,63.47
974,1605641519,14,297,3,99.83
629,1605641174,13,244,6,10.88
839,1605641384,10,225,9,96.16
2266,1605642811,4,108,8,38.61
2444,1605642989,14,126,3,36.93
1634,1605642179,11,271,8,59.96
2266,1605642811,4,240,3,57.45
745,1605641290,10,261,3,57.78
1130,1605641675,14,242,14,10.0
1403,1605641948,12,226,11,86.01
1258,1605641803,13,232,5,20.3
1866,1605642411,5,231,15,14.49
534,1605641079,3,237,15,86.31
2038,1605642583,10,283,11,49.28
1517,1605642062,3,232,15,20.3
2134,1605642679,1,277,1,15.46
1886,1605642431,4,185,7,25.05
2251,1605642796,9,105,4,26.88
1262,1605641807,6,139,14,19.72
1507,1605642052,4,271,6,59.96
2062,1605642607,3,247,11,82.97
2265,1605642810,1,237,9,86.31
2234,1605642779,9,255,4,80.29
1429,1605641974,8,290,14,1.71
699,1605641244,14,126,11,36.93
1152,1605641697,8,255,15,80.29
2011,1605642556,2,134,14,34.46
2017,1605642562,10,170,5,54.75
1032,1605641577,8,255,10,80.29
909,1605641454,1,121,14,76.12
1754,1605642299,12,153,6,45.14
964,1605641509,14,101,13,29.4
1743,1605642288,6,172,8,50.62
1267,1605641812,13,182,13,85.74
725,1605641270,11,180,4,40.91
1447,1605641992,8,131,10,69.74
1989,1605642534,8,211,5,24.33
1413,1605641958,11,254,2,37.7
1132,1605641677,5,196,1,46.36
2044,1605642589,13,296,9,3.17
1545,1605642090,5,177,13,37.02
615,1605641160,15,119,12,10.54
666,1605641211,11,293,9,41.14
1751,1605642296,6,288,10,72.31
1501,1605642046,14,104,10,33.21
613,1605641158,10,236,9,4.15
1660,1605642205,15,245,5,75.77
1438,1605641983,3,129,6,8.44
2401,1605642946,11,223,5,34.09
1996,1605642541,4,223,4,34.09
793,1605641338,5,169,7,15.28
2240,1605642785,7,276,11,52.66
663,1605641208,15,257,11,54.3
1105,1605641650,11,206,15,34.73
1355,1605641900,4,284,3,13.94
2279,1605642824,11,241,3,13.68
1085,1605641630,8,165,14,23.11
1113,1605641658,9,273,3,20.87
1158,1605641703,9,194,14,54.61
1638,1605642183,6,275,2,76.1
1280,1605641825,4,155,1,72.08
1453,1605641998,8,232,12,20.3
2312,1605642857,2,110,13,37.72
1762,1605642307,1,131,9,69.74
1060,1605641605,6,225,6,96.16
1490,1605642035,5,184,8,31.62
950,1605641495,9,227,12,15.67
2290,1605642835,15,296,1,3.17
1794,1605642339,9,199,10,90.9
2451,1605642996,1,243,13,51.68
1809,1605642354,6,283,4,49.28
1744,1605642289,4,120,13,89.62
1909,1605642454,11,103,11,10.67
520,1605641065,15,154,4,98.64
583,1605641128,14,109,8,31.19
1305,1605641850,14,115,11,93.41
1701,1605642246,15,186,4,26.28
1539,1605642084,3,222,6,51.74
2117,1605642662,4,108,5,38.61
1367,1605641912,11,138,14,2.22
1160,1605641705,5,136,11,94.76
777,1605641322,6,247,10,82.97
1882,1605642427,8,152,3,22.29
1693,1605642238,10,270,12,58.67
986,1605641531,12,113,8,83.21
1187,1605641732,9,115,12,93.41
1817,1605642362,15,201,2,56.63
2207,1605642752,3,256,13,88.88
2102,1605642647,4,109,8,31.19
1488,1605642033,12,194,14,54.61
859,1605641404,11,104,1,33.21
2294,1605642839,10,101,12,29.4
1159,1605641704,12,240,8,57.45
980,1605641525,14,231,14,14.49
2269,1605642814,12,246,8,92.86
697,1605641242,12,187,13,84.99
2174,1605642719,1,162,4,87.37
695,1605641240,1,276,10,52.66
2453,1605642998,4,212,5,15.56
1694,1605642239,2,172,9,50.62
2045,1605642590,8,217,13,52.3
578,1605641123,2,212,13,15.56
793,1605641338,5,200,3,26.98
1738,1605642283,2,202,11,24.97
963,1605641508,13,232,7,20.3
2070,1605642615,3,165,5,23.11
2350,1605642895,10,238,13,32.07
1445,1605641990,10,283,13,49.28
839,1605641384,10,210,8,9.34
1805,1605642350,15,110,10,37.72
547,1605641092,13,290,11,1.71
763,1605641308,15,299,10,67.38
2192,1605642737,3,226,4,86.01
1470,1605642015,12,112,9,83.76
636,1605641181,9,163,14,87.92
705,1605641250,12,242,10,10.0
2005,1605642550,1,297,14,99.83
2496,1605643041,11,168,4,90.76
562,1605641107,12,127,5,47.03
1257,1605641802,4,191,13,59.04
2090,1605642635,14,104,12,33.21
1926,1605642471,12,129,8,8.44
2222,1605642767,6,122,12,7.66
2193,1605642738,11,164,11,64.75
2401,1605642946,11,254,3,37.7
2374,1605642919,9,199,15,90.9
937,1605641482,9,260,3,86.56
640,1605641185,9,260,5,86.56
830,1605641375,5,128,10,21.96
1012,1605641557,5,209,9,63.47
1860,1605642405,9,147,15,41.32
2352,1605642897,13,217,6,52.3
619,1605641164,1,283,7,49.28
597,1605641142,6,189,11,79.93
584,1605641129,5,170,15,54.75
2270,1605642815,1,260,14,86.56
1855,1605642400,3,108,10,38.61
2380,1605642925,14,115,7,93.41
1789,1605642334,2,237,11,86.31
622,1605641167,9,114,7,35.49
942,1605641487,1,113,7,83.21
2185,1605642730,12,212,10,15.56
2441,1605642986,3,218,3,54.56
1883,1605642428,1,239,10,32.92
1122,1605641667,2,270,12,58.67
1899,1605642444,7,136,15,94.76
1822,1605642367,3,224,5,67.37
1444,1605641989,6,274,4,89.96
1247,1605641792,3,207,5,62.27
623,1605641168,4,241,2,13.68
1488,1605642033,12,199,6,90.9
1922,1605642467,7,244,13,10.88
1000,1605641545,6,142,4,2.58
1483,1605642028,7,162,3,87.37
1697,1605642242,11,186,8,26.28
563,1605641108,14,280,9,21.88
1126,1605641671,14,143,12,83.5
878,1605641423,6,168,12,90.76
1318,1605641863,14,178,11,62.8
1788,1605642333,10,108,6,38.61
2499,1605643044,13,176,1,24.68
1314,1605641859,6,255,7,80.29
1308,1605641853,9,180,7,40.91
862,1605641407,3,129,13,8.44
1053,1605641598,13,168,14,90.76
2389,1605642934,12,134,14,34.46
2476,1605643021,10,133,3,50.47
2345,1605642890,3,199,14,90.9
1597,1605642142,6,278,9,14.19
2081,1605642626,9,265,2,62.12
632,1605641177,8,252,8,86.99
794,1605641339,10,250,1,90.93
1406,1605641951,7,174,9,23.86
1536,1605642081,9,291,7,77.41
946,1605641491,9,161,10,64.81
2405,1605642950,13,219,13,30.23
947,1605641492,6,293,10,41.14
2315,1605642860,11,178,15,62.8
1824,1605642369,15,203,3,72.99
1803,1605642348,12,282,8,53.2
2475,1605643020,7,113,4,83.21
517,1605641062,6,200,6,26.98
2114,1605642659,12,137,11,95.73
2057,1605642602,9,106,6,86.85
1854,1605642399,8,272,2,41.79
1756,1605642301,15,260,15,86.56
690,1605641235,5,142,13,2.58
2005,1605642550,1,122,1,7.66
1984,1605642529,7,222,5,51.74
2169,1605642714,14,203,8,72.99
1431,1605641976,5,231,2,14.49
1968,1605642513,9,121,9,76.12
1365,1605641910,5,221,8,82.37
2302,1605642847,10,284,14,13.94
866,1605641411,8,183,9,15.29
2033,1605642578,10,250,14,90.93
1916,1605642461,9,228,1,9.22
851,1605641396,2,257,13,54.3
1626,1605642171,13,239,13,32.92
2357,1605642902,1,190,7,21.46
2143,1605642688,10,240,8,57.45
1872,1605642417,5,146,9,41.88
1384,1605641929,12,164,1,64.75
2487,1605643032,10,285,10,68.29
1449,1605641994,10,263,7,65.15
972,1605641517,15,137,14,95.73
1946,1605642491,11,155,9,72.08
1270,1605641815,5,151,4,09.05
2166,1605642711,6,123,5,53.83
1174,1605641719,13,222,15,51.74
1716,1605642261,3,253,10,81.59
2356,1605642901,4,114,8,35.49
983,1605641528,4,275,6,76.1
939,1605641484,8,282,7,53.2
1926,1605642471,12,273,7,20.87
1638,1605642183,6,100,10,67.36
677,1605641222,14,213,11,4.76
1596,1605642141,10,240,1,57.45
2090,1605642635,14,190,2,21.46
2068,1605642613,5,214,3,98.17
516,1605641061,15,219,2,30.23
1877,1605642422,1,164,4,64.75
1736,1605642281,13,126,6,36.93
704,1605641249,4,243,6,51.68
1229,1605641774,13,149,5,95.25
2167,1605642712,9,237,10,86.31
1127,1605641672,13,143,5,83.5
1117,1605641662,6,125,15,42.99
1841,1605642386,2,125,8,42.99
1480,1605642025,15,156,8,9.82
961,1605641506,5,246,3,92.86
1079,1605641624,5,109,2,31.19
2206,1605642751,12,174,10,23.86
1278,1605641823,7,186,9,26.28
1046,1605641591,8,182,6,85.74
1287,1605641832,13,157,5,11.97
1862,1605642407,5,269,3,17.73
2030,1605642575,14,141,15,87.55
712,1605641257,9,201,10,56.63
1945,1605642490,8,232,13,20.3
645,1605641190,13,261,2,57.78
1497,1605642042,9,209,7,63.47
1921,1605642466,11,188,11,6.32
2125,1605642670,9,137,10,95.73
1831,1605642376,15,119,12,10.54
675,1605641220,15,168,1,90.76
934,1605641479,14,282,9,53.2
1576,1605642121,9,225,7,96.16
1106,1605641651,11,274,2,89.96
2262,1605642807,4,133,9,50.47
1221,1605641766,9,196,3,46.36
577,1605641122,6,105,10,26.88
1585,1605642130,1,246,6,92.86
1352,1605641897,4,109,12,31.19
950,1605641495,9,256,13,88.88
1449,1605641994,10,241,12,13.68
890,1605641435,2,259,1,14.61
1256,1605641801,10,299,10,67.38
1499,1605642044,11,172,11,50.62
635,1605641180,13,272,13,41.79
1266,1605641811,9,115,4,93.41
2383,1605642928,9,221,4,82.37
814,1605641359,1,133,1,50.47
1728,1605642273,14,162,6,87.37
1339,1605641884,8,215,11,10.14
1559,1605642104,7,182,4,85.74
1109,1605641654,7,273,2,20.87
1289,1605641834,14,114,12,35.49
2463,1605643008,12,251,2,46.53
2490,1605643035,14,261,15,57.78
597,1605641142,6,172,10,50.62
1598,1605642143,7,235,13,39.59
2050,1605642595,11,256,2,88.88
761,1605641306,5,124,7,59.16
1571,1605642116,12,129,5,8.44
1263,1605641808,4,261,8,57.78
1802,1605642347,2,156,7,9.82
1160,1605641705,5,269,11,17.73
2296,1605642841,14,178,5,62.8
2082,1605642627,7,126,12,36.93
1191,1605641736,4,263,4,65.15
1886,1605642431,4,186,5,26.28
1449,1605641994,10,191,3,59.04
1808,1605642353,9,212,10,15.56
1674,1605642219,12,201,14,56.63
2418,1605642963,3,164,6,64.75
2351,1605642896,14,152,1,22.29
1765,1605642310,9,114,11,35.49
1962,1605642507,13,285,6,68.29
1528,1605642073,12,146,9,41.88
2109,1605642654,13,266,13,36.33
1296,1605641841,1,234,6,58.85
2335,1605642880,9,290,1,1.71
1389,1605641934,1,248,12,47.43
1373,1605641918,10,231,2,14.49
1249,1605641794,8,274,15,89.96
597,1605641142,6,132,8,26.36
508,1605641053,1,215,2,10.14
925,1605641470,14,113,14,83.21
1987,1605642532,15,273,15,20.87
1454,1605641999,11,144,8,80.35
2309,1605642854,1,212,6,15.56
526,1605641071,4,281,11,98.13
2194,1605642739,9,293,13,41.14
1648,1605642193,12,196,13,46.36
1602,1605642147,1,223,8,34.09
1428,1605641973,13,138,10,2.22
1666,1605642211,5,210,4,9.34
1933,1605642478,3,129,1,8.44
2062,1605642607,3,288,9,72.31
652,1605641197,12,288,5,72.31
1680,1605642225,4,118,15,98.47
1902,1605642447,1,288,7,72.31
2391,1605642936,10,134,6,34.46
2279,1605642824,11,232,11,20.3
1371,1605641916,1,244,1,10.88
1079,1605641624,5,259,10,14.61
573,1605641118,10,115,6,93.41
1421,1605641966,10,134,8,34.46
1434,1605641979,12,177,11,37.02
1367,1605641912,11,237,15,86.31
738,1605641283,8,211,12,24.33
501,1605641046,13,297,14,99.83
1888,1605642433,1,120,11,89.62
1737,1605642282,4,101,9,29.4
1144,1605641689,1,129,12,8.44
2424,1605642969,11,218,10,54.56
2343,1605642888,8,129,5,8.44
2177,1605642722,15,258,15,36.18
2333,1605642878,9,144,13,80.35
1673,1605642218,5,255,11,80.29
703,1605641248,10,283,5,49.28
1924,1605642469,14,154,6,98.64
1849,1605642394,4,266,6,36.33
1317,1605641862,6,177,10,37.02
2397,1605642942,6,125,12,42.99
2018,1605642563,15,133,11,50.47
1915,1605642460,8,173,13,76.27
2165,1605642710,15,288,13,72.31
1902,1605642447,1,190,13,21.46
929,1605641474,9,107,14,94.07
1351,1605641896,11,215,3,10.14
769,1605641314,3,266,4,36.33
2128,1605642673,13,205,12,61.08
1449,1605641994,10,132,7,26.36
2102,1605642647,4,173,10,76.27
1140,1605641685,13,114,1,35.49
1620,1605642165,6,208,13,76.42
1431,1605641976,5,267,5,3.62
2482,1605643027,4,241,2,13.68
2035,1605642580,14,121,13,76.12
2441,1605642986,3,197,6,1.46
1918,1605642463,12,184,10,31.62
1258,1605641803,13,123,2,53.83
1695,1605642240,12,174,5,23.86
1356,1605641901,12,201,2,56.63
587,1605641132,14,140,13,13.47
2454,1605642999,1,284,12,13.94
1280,1605641825,4,210,7,9.34
2408,1605642953,13,287,3,25.14
2271,1605642816,1,281,9,98.13
1153,1605641698,6,285,7,68.29
786,1605641331,8,265,15,62.12
1293,1605641838,14,169,1,15.28
1751,1605642296,6,223,1,34.09
1934,1605642479,15,166,11,39.75
2474,1605643019,12,145,1,48.42
1552,1605642097,3,260,4,86.56
1373,1605641918,10,187,7,84.99
1109,1605641654,7,184,8,31.62
680,1605641225,9,298,3,45.45
1334,1605641879,15,262,6,29.18
2016,1605642561,6,170,2,54.75
571,1605641116,9,156,15,9.82
541,1605641086,6,168,5,90.76
950,1605641495,9,192,12,63.48
1502,1605642047,5,157,10,11.97
659,1605641204,10,157,15,11.97
1286,1605641831,6,285,3,68.29
652,1605641197,12,294,15,38.03
2340,1605642885,12,270,3,58.67
931,1605641476,13,276,10,52.66
1103,1605641648,15,299,1,67.38
2212,1605642757,12,249,11,83.81
2130,1605642675,12,198,14,1.21
1708,1605642253,13,251,1,46.53
1704,1605642249,4,172,3,50.62
2122,1605642667,12,237,13,86.31
944,1605641489,15,111,3,94.61
593,1605641138,15,135,11,98.05
978,1605641523,13,214,15,98.17
1254,1605641799,10,202,13,24.97
1790,1605642335,3,238,12,32.07
2131,1605642676,5,230,8,39.81
1821,1605642366,15,277,11,15.46
2250,1605642795,6,190,7,21.46
963,1605641508,13,167,2,75.87
2201,1605642746,4,146,9,41.88
1861,1605642406,11,140,6,13.47
1765,1605642310,9,206,12,34.73
1606,1605642151,8,207,2,62.27
929,1605641474,9,240,9,57.45
541,1605641086,6,240,14,57.45
2110,1605642655,6,199,1,90.9
893,1605641438,12,175,6,25.09
2263,1605642808,5,121,5,76.12
641,1605641186,13,194,9,54.61
1078,1605641623,15,264,1,18.07
1394,1605641939,10,201,7,56.63
2273,1605642818,13,262,4,29.18
2138,1605642683,14,193,5,65.11
1285,1605641830,10,297,14,99.83
2010,1605642555,14,252,4,86.99
660,1605641205,2,131,12,69.74
1415,1605641960,15,180,11,40.91
786,1605641331,8,122,8,7.66
1766,1605642311,13,149,7,95.25
1307,1605641852,5,116,8,2.73
1632,1605642177,4,279,3,33.25
2177,1605642722,15,236,4,4.15
1819,1605642364,8,254,7,37.7
805,1605641350,13,294,3,38.03
519,1605641064,2,223,8,34.09
1733,1605642278,12,112,12,83.76
1880,1605642425,5,208,6,76.42
2253,1605642798,14,264,9,18.07
2321,1605642866,6,126,11,36.93
2002,1605642547,9,163,15,87.92
892,1605641437,14,129,7,8.44
520,1605641065,15,142,11,2.58
2400,1605642945,2,211,5,24.33
1891,1605642436,7,167,2,75.87
1418,1605641963,11,217,9,52.3
1191,1605641736,4,228,4,9.22
1773,1605642318,15,112,6,83.76
992,1605641537,7,191,14,59.04
1414,1605641959,13,175,4,25.09
1753,1605642298,15,299,11,67.38
1691,1605642236,11,290,1,1.71
1190,1605641735,14,158,6,24.66
765,1605641310,13,112,15,83.76
1158,1605641703,9,172,14,50.62
1391,1605641936,12,292,2,63.87
1664,1605642209,1,158,9,24.66
2445,1605642990,15,226,5,86.01
2201,1605642746,4,113,1,83.21
2303,1605642848,12,206,15,34.73
2082,1605642627,7,218,4,54.56
1266,1605641811,9,106,10,86.85
1123,1605641668,11,262,5,29.18
2337,1605642882,8,117,7,88.55
658,1605641203,11,107,5,94.07
640,1605641185,9,211,2,24.33
922,1605641467,8,220,14,29.6
1664,1605642209,1,192,4,63.48
1509,1605642054,6,124,8,59.16
961,1605641506,5,266,12,36.33
846,1605641391,2,250,15,90.93
1934,1605642479,15,215,2,10.14
1716,1605642261,3,252,11,86.99
585,1605641130,2,238,5,32.07
